State,Crop,Season,Soil_Type,Soil_Quality_Score,Area_Hectares,Production_Tonnes,Yield_Tonnes_Per_Ha,Rainfall_mm,Normal_Rainfall_mm,Rainfall_Deviation_Pct,Temperature_C,Fertiliser_Kg_Ha,Irrigation,Insurance_Claim
Maharashtra,Soybean,Zaid,Black,4,41.97,180.38,4.298,280.7,960.5,-70.78,20.3,368.9,1,1
Madhya Pradesh,Groundnut,Kharif,Alluvial,5,8.9,42.98,4.831,943.5,642.7,46.81,21.8,72.2,1,0
Uttar Pradesh,Pulses,Zaid,Alluvial,5,35.02,135.71,3.875,992.0,624.4,58.88,31.9,384.3,1,0
Andhra Pradesh,Maize,Kharif,Sandy,1,11.61,26.75,2.304,512.4,965.0,-46.91,32.2,67.9,1,1
Uttar Pradesh,Maize,Kharif,Laterite,2,3.89,21.63,5.562,1169.2,583.0,100.56,36.0,374.0,1,0
Haryana,Groundnut,Zaid,Laterite,2,24.33,26.55,1.091,454.7,674.7,-32.61,34.5,241.4,1,1
Tamil Nadu,Wheat,Zaid,Sandy,1,8.88,25.15,2.833,977.1,836.5,16.8,16.1,236.6,1,0
Uttar Pradesh,Rice,Zaid,Sandy,1,36.61,170.02,4.644,989.4,655.9,50.85,33.3,299.6,0,0
Haryana,Bajra,Kharif,Sandy,1,12.26,38.44,3.136,1068.3,675.0,58.27,25.8,357.7,0,0
Rajasthan,Bajra,Rabi,Black,4,17.45,19.62,1.124,307.3,788.3,-61.02,30.4,266.0,0,1
Rajasthan,Groundnut,Rabi,Red,3,28.59,38.02,1.33,1066.7,522.3,104.23,24.0,198.9,1,0
Karnataka,Groundnut,Zaid,Alluvial,5,14.61,61.98,4.243,763.8,639.9,19.37,20.5,89.2,1,0
Uttar Pradesh,Maize,Rabi,Sandy,1,19.21,111.89,5.824,714.9,1051.0,-31.98,24.3,326.2,1,1
Andhra Pradesh,Pulses,Rabi,Sandy,1,40.87,153.66,3.759,1006.3,993.5,1.28,26.4,94.9,1,0
Uttar Pradesh,Wheat,Zaid,Sandy,1,9.37,33.11,3.534,1040.2,1189.8,-12.57,27.7,304.2,0,0
Andhra Pradesh,Groundnut,Kharif,Laterite,2,4.57,11.84,2.592,302.8,939.2,-67.76,31.8,234.8,1,1
Punjab,Bajra,Zaid,Sandy,1,16.75,38.26,2.283,477.6,1045.2,-54.31,19.8,185.0,0,1
Karnataka,Rice,Rabi,Alluvial,5,21.51,23.76,1.105,1099.8,786.8,39.79,19.3,264.5,0,1
Punjab,Cotton,Kharif,Sandy,1,27.36,64.7,2.365,918.7,821.9,11.78,16.2,320.3,1,0
Uttar Pradesh,Soybean,Rabi,Alluvial,5,18.93,61.45,3.246,845.4,911.9,-7.29,24.7,379.4,0,0
Karnataka,Groundnut,Kharif,Black,4,39.6,78.8,1.99,553.6,565.9,-2.18,20.8,142.6,0,1
Punjab,Pulses,Rabi,Red,3,2.45,3.51,1.437,909.7,931.9,-2.38,24.0,381.5,0,1
Maharashtra,Groundnut,Zaid,Laterite,2,21.87,100.36,4.589,1104.7,756.4,46.05,26.1,386.3,1,0
Uttar Pradesh,Pulses,Rabi,Alluvial,5,19.42,106.3,5.473,1379.5,781.6,76.5,15.3,334.8,1,0
Punjab,Wheat,Rabi,Black,4,32.56,185.04,5.684,711.5,999.6,-28.83,22.7,358.5,0,1
Maharashtra,Cotton,Kharif,Red,3,48.33,197.67,4.09,1019.3,617.2,65.15,28.2,292.3,0,0
Maharashtra,Sugarcane,Rabi,Red,3,25.76,32.56,1.264,1263.7,858.3,47.24,26.4,63.7,0,1
Rajasthan,Rice,Zaid,Red,3,49.35,232.16,4.704,437.8,917.2,-52.26,23.8,251.3,0,1
Uttar Pradesh,Rice,Zaid,Alluvial,5,15.46,23.97,1.55,1249.8,770.4,62.22,25.8,311.5,1,0
Maharashtra,Pulses,Zaid,Black,4,2.03,8.82,4.349,850.2,855.6,-0.64,24.4,379.6,1,0
Rajasthan,Maize,Kharif,Sandy,1,8.7,42.6,4.897,818.7,862.8,-5.11,20.0,249.7,1,0
Punjab,Pulses,Kharif,Black,4,20.06,92.86,4.629,664.6,984.6,-32.5,19.0,328.0,1,1
Haryana,Maize,Rabi,Black,4,16.16,93.06,5.759,709.0,822.6,-13.81,42.1,296.8,1,0
Uttar Pradesh,Jowar,Rabi,Black,4,5.3,24.88,4.691,613.7,662.2,-7.31,29.8,148.3,1,0
Karnataka,Bajra,Rabi,Alluvial,5,21.92,97.88,4.466,561.7,763.3,-26.41,32.5,104.2,1,1
Andhra Pradesh,Rice,Kharif,Alluvial,5,17.24,39.79,2.309,912.4,797.7,14.38,29.6,312.8,1,0
Andhra Pradesh,Wheat,Kharif,Alluvial,5,6.57,36.95,5.624,1078.2,729.9,47.72,34.4,131.8,1,0
Punjab,Pulses,Rabi,Black,4,15.16,28.77,1.898,538.1,878.4,-38.75,29.4,135.6,0,1
West Bengal,Wheat,Kharif,Alluvial,5,44.38,245.17,5.524,626.2,871.2,-28.12,13.4,275.4,1,1
West Bengal,Cotton,Kharif,Red,3,15.45,39.61,2.563,864.1,863.5,0.07,21.0,326.2,1,0
Punjab,Wheat,Zaid,Alluvial,5,35.84,59.17,1.651,521.4,715.4,-27.12,27.4,253.8,1,1
Maharashtra,Groundnut,Zaid,Laterite,2,30.8,158.09,5.133,861.0,869.5,-0.97,27.3,359.7,1,0
Uttar Pradesh,Bajra,Rabi,Alluvial,5,21.65,21.92,1.012,732.6,1043.2,-29.78,26.8,124.0,1,1
Andhra Pradesh,Groundnut,Rabi,Alluvial,5,12.33,63.64,5.16,390.5,894.2,-56.33,19.3,138.3,0,1
Andhra Pradesh,Soybean,Zaid,Alluvial,5,18.77,43.38,2.312,917.9,1010.8,-9.19,22.6,272.9,0,0
Maharashtra,Pulses,Kharif,Alluvial,5,29.81,161.67,5.424,659.7,866.3,-23.85,27.5,340.3,1,1
Andhra Pradesh,Rice,Rabi,Laterite,2,17.86,79.62,4.457,1056.3,754.4,40.01,26.2,238.8,1,0
Karnataka,Pulses,Rabi,Sandy,1,11.14,48.24,4.331,751.1,979.1,-23.28,30.7,53.6,0,1
Uttar Pradesh,Bajra,Rabi,Alluvial,5,6.26,17.71,2.827,622.2,638.9,-2.62,19.6,286.9,1,0
Tamil Nadu,Sugarcane,Kharif,Red,3,44.05,57.13,1.297,791.7,766.3,3.32,28.9,334.8,0,1
Andhra Pradesh,Sugarcane,Zaid,Laterite,2,22.3,114.83,5.15,1110.5,828.8,33.99,22.6,146.8,1,0
Punjab,Soybean,Rabi,Sandy,1,31.45,58.32,1.855,1260.5,947.9,32.97,23.9,69.0,0,1
Karnataka,Bajra,Zaid,Alluvial,5,24.78,70.89,2.861,948.3,1041.2,-8.92,25.7,231.3,1,0
Andhra Pradesh,Jowar,Zaid,Sandy,1,43.69,174.85,4.002,652.7,977.0,-33.19,15.6,64.8,1,1
Karnataka,Jowar,Kharif,Red,3,27.57,94.06,3.411,808.2,961.9,-15.99,26.8,195.6,1,0
Rajasthan,Jowar,Kharif,Laterite,2,24.3,48.43,1.993,775.4,979.7,-20.85,33.5,56.2,1,1
Tamil Nadu,Rice,Kharif,Laterite,2,46.27,78.8,1.703,762.4,1000.6,-23.8,18.7,128.7,1,1
Madhya Pradesh,Rice,Kharif,Sandy,1,36.12,58.39,1.616,736.4,679.4,8.4,37.1,186.1,1,1
Punjab,Jowar,Kharif,Alluvial,5,6.02,32.01,5.315,558.6,1180.7,-52.69,22.1,89.1,1,1
Punjab,Sugarcane,Kharif,Black,4,9.3,10.76,1.158,1043.9,1016.5,2.7,29.5,90.0,1,0
Uttar Pradesh,Bajra,Rabi,Laterite,2,39.46,232.24,5.885,1015.2,822.9,23.38,18.1,339.5,1,0
Karnataka,Wheat,Zaid,Black,4,41.87,83.44,1.993,805.8,905.7,-11.03,39.0,64.5,1,0
Maharashtra,Bajra,Kharif,Laterite,2,27.49,42.65,1.552,1114.7,653.0,70.71,19.6,291.1,0,1
Punjab,Jowar,Rabi,Alluvial,5,27.95,108.56,3.885,947.8,811.0,16.86,27.2,335.1,0,0
Karnataka,Bajra,Zaid,Alluvial,5,31.78,44.49,1.4,520.9,798.7,-34.78,22.8,95.8,1,1
Karnataka,Cotton,Kharif,Laterite,2,22.24,89.22,4.012,711.4,786.3,-9.53,25.7,118.4,0,0
Haryana,Rice,Kharif,Sandy,1,34.17,179.5,5.253,1170.1,972.2,20.36,26.7,274.5,1,0
Haryana,Rice,Rabi,Alluvial,5,5.87,7.28,1.239,709.8,865.6,-18.0,24.0,160.5,0,1
Madhya Pradesh,Sugarcane,Zaid,Alluvial,5,48.08,240.39,4.999,626.7,670.8,-6.58,21.9,216.7,1,0
Rajasthan,Wheat,Kharif,Red,3,37.63,111.86,2.972,980.6,673.7,45.56,25.7,342.6,0,0
Madhya Pradesh,Jowar,Zaid,Alluvial,5,31.74,57.06,1.797,729.9,555.3,31.46,25.6,98.3,1,0
Andhra Pradesh,Pulses,Rabi,Red,3,16.16,30.38,1.88,940.2,982.0,-4.25,27.9,266.9,1,0
Maharashtra,Sugarcane,Kharif,Alluvial,5,8.47,47.36,5.594,791.0,816.3,-3.1,28.9,379.8,1,0
Andhra Pradesh,Sugarcane,Zaid,Alluvial,5,20.76,32.24,1.553,600.8,963.2,-37.62,30.9,70.1,1,1
West Bengal,Wheat,Rabi,Sandy,1,33.25,177.34,5.334,626.7,1321.0,-52.56,29.4,71.0,1,1
Andhra Pradesh,Groundnut,Rabi,Sandy,1,31.87,118.59,3.721,378.6,715.2,-47.07,26.8,244.2,1,1
Uttar Pradesh,Jowar,Kharif,Alluvial,5,19.44,23.24,1.195,523.7,899.0,-41.75,24.5,386.0,1,1
Andhra Pradesh,Pulses,Zaid,Laterite,2,30.86,102.52,3.322,957.1,1066.5,-10.26,16.8,127.2,0,0
Madhya Pradesh,Rice,Kharif,Laterite,2,40.78,207.46,5.087,1101.4,776.7,41.82,26.9,165.8,1,0
Punjab,Wheat,Kharif,Alluvial,5,1.8,8.34,4.631,647.4,799.1,-18.99,32.6,84.5,0,0
Punjab,Pulses,Zaid,Laterite,2,22.81,78.54,3.444,456.3,929.5,-50.92,21.4,176.8,1,1
Haryana,Cotton,Zaid,Alluvial,5,38.05,201.67,5.3,1084.5,1231.4,-11.94,22.0,65.5,1,0
Maharashtra,Sugarcane,Zaid,Sandy,1,27.53,44.1,1.602,1091.9,945.5,15.48,33.8,186.2,1,1
Maharashtra,Wheat,Rabi,Black,4,32.75,181.74,5.55,980.7,723.6,35.54,35.8,244.4,0,0
Uttar Pradesh,Rice,Rabi,Red,3,26.08,136.43,5.232,437.3,741.7,-41.05,21.0,391.3,1,1
Madhya Pradesh,Bajra,Zaid,Laterite,2,49.6,225.24,4.541,928.8,776.7,19.57,41.3,336.4,1,0
Haryana,Rice,Rabi,Laterite,2,3.2,16.31,5.089,937.9,577.1,62.53,28.5,337.7,0,0
West Bengal,Cotton,Kharif,Sandy,1,24.81,92.26,3.719,1025.1,826.1,24.09,31.5,129.9,1,0
Maharashtra,Wheat,Zaid,Laterite,2,5.03,21.99,4.376,837.7,851.1,-1.57,23.9,80.5,1,0
Punjab,Cotton,Kharif,Alluvial,5,8.41,31.98,3.803,612.5,856.9,-28.53,27.5,261.1,1,1
Andhra Pradesh,Jowar,Zaid,Alluvial,5,19.46,54.04,2.777,698.9,632.5,10.49,28.6,232.4,1,0
Andhra Pradesh,Jowar,Kharif,Black,4,8.2,31.52,3.844,1094.3,901.8,21.34,20.6,230.8,0,0
Haryana,Bajra,Zaid,Black,4,48.2,110.25,2.287,894.9,702.4,27.4,35.9,88.2,1,0
Madhya Pradesh,Sugarcane,Kharif,Black,4,47.37,151.64,3.201,473.0,814.2,-41.91,25.8,222.9,1,1
Madhya Pradesh,Groundnut,Zaid,Alluvial,5,17.14,41.2,2.404,1226.6,738.6,66.07,23.0,102.6,1,0
Rajasthan,Maize,Zaid,Black,4,32.17,51.93,1.614,1088.9,1023.2,6.42,19.0,197.7,1,0
Tamil Nadu,Pulses,Rabi,Black,4,26.92,70.24,2.609,1215.6,747.2,62.69,29.4,71.8,1,0
Maharashtra,Cotton,Kharif,Alluvial,5,40.87,214.98,5.26,1083.6,1051.8,3.02,27.5,349.9,1,0
Madhya Pradesh,Pulses,Rabi,Sandy,1,31.56,91.69,2.905,567.9,870.4,-34.76,20.1,54.6,1,1
Punjab,Bajra,Kharif,Laterite,2,0.51,2.43,4.74,882.5,913.0,-3.34,26.8,378.8,0,0
Haryana,Pulses,Rabi,Red,3,38.28,71.81,1.876,950.9,862.5,10.25,28.9,352.0,0,1
West Bengal,Pulses,Zaid,Alluvial,5,37.47,116.98,3.122,463.9,722.2,-35.76,23.6,313.4,1,1
Rajasthan,Rice,Rabi,Alluvial,5,25.73,40.51,1.574,506.9,910.9,-44.35,28.2,393.9,1,1
Karnataka,Wheat,Rabi,Red,3,45.19,76.52,1.693,985.8,785.5,25.5,26.0,68.8,1,0
Uttar Pradesh,Sugarcane,Zaid,Red,3,45.47,185.84,4.087,1005.7,897.6,12.03,24.7,274.6,0,0
West Bengal,Maize,Rabi,Black,4,26.43,106.72,4.037,1392.1,940.6,48.0,20.2,347.3,0,0
Karnataka,Wheat,Zaid,Red,3,30.6,63.24,2.067,734.9,1136.1,-35.31,27.2,94.3,1,1
Andhra Pradesh,Rice,Kharif,Laterite,2,49.83,168.03,3.372,379.3,920.6,-58.8,13.6,254.7,1,1
Uttar Pradesh,Pulses,Rabi,Laterite,2,15.29,81.3,5.317,762.2,993.5,-23.28,34.6,187.9,0,1
Maharashtra,Maize,Zaid,Laterite,2,16.57,31.0,1.871,1010.9,949.1,6.51,33.1,202.5,0,1
Punjab,Rice,Zaid,Laterite,2,9.55,10.46,1.096,709.0,816.3,-13.14,19.9,369.4,1,1
Uttar Pradesh,Rice,Rabi,Laterite,2,44.85,191.04,4.26,825.4,951.9,-13.28,17.4,238.5,0,0
Tamil Nadu,Rice,Kharif,Black,4,37.35,47.34,1.267,639.5,831.4,-23.08,33.0,82.6,0,1
Karnataka,Jowar,Rabi,Alluvial,5,5.73,33.8,5.9,1098.3,788.1,39.36,25.0,378.0,0,0
Maharashtra,Maize,Zaid,Red,3,49.1,198.75,4.048,986.2,686.5,43.64,26.4,114.8,1,0
Tamil Nadu,Rice,Kharif,Alluvial,5,36.68,122.96,3.352,595.0,947.9,-37.23,26.1,362.4,1,1
Andhra Pradesh,Groundnut,Rabi,Red,3,42.6,134.19,3.15,669.5,764.8,-12.46,18.1,389.8,1,0
Tamil Nadu,Pulses,Zaid,Black,4,2.88,11.15,3.865,630.1,944.3,-33.27,30.7,357.2,1,1
Rajasthan,Maize,Rabi,Black,4,25.5,37.05,1.453,335.1,850.7,-60.61,28.7,287.0,1,1
Rajasthan,Jowar,Kharif,Sandy,1,35.08,198.21,5.65,609.5,807.4,-24.51,26.1,310.2,0,1
Haryana,Cotton,Kharif,Sandy,1,27.38,113.01,4.128,356.8,720.5,-50.48,12.4,295.0,1,1
West Bengal,Cotton,Kharif,Black,4,33.5,64.31,1.92,1033.4,1045.1,-1.12,29.0,211.2,1,0
West Bengal,Sugarcane,Kharif,Black,4,40.98,156.27,3.813,1053.2,791.1,33.13,28.3,146.0,0,0
Maharashtra,Soybean,Kharif,Red,3,19.03,31.71,1.666,725.3,1088.0,-33.34,25.4,149.8,1,1
Andhra Pradesh,Groundnut,Rabi,Black,4,42.51,46.24,1.088,851.2,727.3,17.04,31.8,305.9,0,1
Madhya Pradesh,Cotton,Kharif,Alluvial,5,8.56,35.56,4.153,1067.7,1076.2,-0.78,32.8,269.1,1,0
Rajasthan,Jowar,Kharif,Red,3,13.91,59.01,4.242,995.9,862.6,15.46,28.0,254.7,1,0
Maharashtra,Soybean,Zaid,Black,4,2.65,10.37,3.918,1301.2,979.1,32.89,16.9,278.4,1,0
Madhya Pradesh,Rice,Kharif,Red,3,18.54,35.55,1.917,864.9,654.9,32.06,18.4,321.2,1,0
West Bengal,Rice,Zaid,Red,3,19.31,77.55,4.017,1163.2,654.2,77.8,21.8,311.9,1,0
Haryana,Bajra,Zaid,Laterite,2,40.36,51.77,1.283,823.8,888.7,-7.31,24.5,86.9,1,1
Tamil Nadu,Pulses,Zaid,Sandy,1,32.83,132.84,4.046,770.1,697.9,10.35,31.0,177.1,1,0
Rajasthan,Soybean,Rabi,Red,3,22.12,83.39,3.77,969.7,1049.3,-7.59,28.0,142.4,0,0
Maharashtra,Pulses,Rabi,Red,3,32.78,140.17,4.276,938.0,904.6,3.7,25.0,238.4,0,0
Uttar Pradesh,Jowar,Zaid,Laterite,2,3.11,17.05,5.477,648.0,753.4,-13.98,29.8,71.5,0,0
Madhya Pradesh,Groundnut,Rabi,Black,4,9.42,49.49,5.252,594.0,712.0,-16.57,21.3,316.9,0,0
Tamil Nadu,Soybean,Kharif,Red,3,31.53,186.15,5.903,818.7,806.7,1.48,29.8,87.3,0,0
Rajasthan,Cotton,Rabi,Laterite,2,32.25,189.66,5.881,327.5,764.8,-57.18,27.4,145.0,1,1
West Bengal,Groundnut,Kharif,Alluvial,5,38.82,188.73,4.862,723.1,924.3,-21.77,29.1,324.0,1,1
Andhra Pradesh,Bajra,Kharif,Laterite,2,20.45,118.24,5.782,554.4,838.5,-33.88,31.1,68.0,1,1
Madhya Pradesh,Pulses,Rabi,Sandy,1,36.27,193.53,5.336,655.9,1025.3,-36.02,25.7,281.1,0,1
West Bengal,Pulses,Rabi,Sandy,1,34.36,159.34,4.638,605.3,944.8,-35.93,14.1,373.6,1,1
Rajasthan,Groundnut,Zaid,Black,4,48.19,66.35,1.377,992.0,720.0,37.78,22.0,266.2,1,0
Madhya Pradesh,Rice,Rabi,Black,4,11.15,13.88,1.245,911.7,786.2,15.96,30.7,299.4,0,1
Tamil Nadu,Pulses,Rabi,Sandy,1,27.81,144.27,5.188,813.2,720.3,12.9,22.6,327.3,1,0
Rajasthan,Bajra,Rabi,Sandy,1,30.29,104.44,3.448,704.2,720.5,-2.26,22.0,127.8,0,0
Karnataka,Cotton,Kharif,Red,3,49.93,253.31,5.073,1058.7,580.7,82.31,26.4,253.3,1,0
Maharashtra,Maize,Kharif,Sandy,1,10.46,26.82,2.565,1025.2,991.2,3.43,32.6,158.2,0,0
Tamil Nadu,Cotton,Kharif,Black,4,26.4,78.89,2.988,772.2,1043.8,-26.02,28.7,137.3,1,1
Madhya Pradesh,Cotton,Zaid,Sandy,1,17.64,79.38,4.501,1138.7,701.9,62.24,36.4,117.4,1,0
Andhra Pradesh,Pulses,Zaid,Black,4,26.53,147.96,5.577,752.6,686.8,9.59,28.4,254.9,1,0
West Bengal,Wheat,Zaid,Alluvial,5,11.99,17.25,1.439,851.2,934.1,-8.88,28.2,328.1,1,0
Uttar Pradesh,Rice,Kharif,Sandy,1,2.86,15.16,5.307,656.4,727.1,-9.72,24.6,356.6,1,0
West Bengal,Pulses,Rabi,Black,4,28.84,143.2,4.965,701.7,1041.1,-32.6,16.7,200.0,0,1
Madhya Pradesh,Rice,Zaid,Laterite,2,17.12,44.14,2.578,643.2,742.5,-13.37,26.9,180.5,0,0
West Bengal,Jowar,Zaid,Red,3,9.51,26.39,2.776,971.9,529.2,83.64,26.2,290.6,0,0
Maharashtra,Wheat,Kharif,Black,4,16.53,20.38,1.232,894.1,830.5,7.66,30.0,323.1,0,1
Rajasthan,Pulses,Zaid,Sandy,1,2.94,3.17,1.079,536.8,761.2,-29.47,27.8,138.7,1,1
Uttar Pradesh,Sugarcane,Rabi,Sandy,1,47.55,160.95,3.385,941.6,872.1,7.97,27.6,154.1,1,0
Punjab,Cotton,Kharif,Alluvial,5,29.27,43.25,1.478,1248.2,797.7,56.49,32.8,236.7,0,1
Madhya Pradesh,Jowar,Kharif,Laterite,2,40.83,80.44,1.97,635.0,936.5,-32.2,24.4,205.5,1,1
Haryana,Wheat,Rabi,Black,4,21.44,112.24,5.234,620.7,913.5,-32.05,31.0,297.0,0,1
Punjab,Pulses,Rabi,Laterite,2,45.21,174.31,3.855,802.0,898.9,-10.77,33.7,226.6,0,0
West Bengal,Bajra,Rabi,Alluvial,5,24.42,101.8,4.168,1144.6,878.6,30.27,22.7,89.1,1,0
Madhya Pradesh,Groundnut,Zaid,Red,3,28.91,56.01,1.937,690.4,849.9,-18.76,23.6,108.1,0,1
Karnataka,Groundnut,Rabi,Laterite,2,24.84,127.78,5.143,1260.5,640.4,96.82,21.4,365.7,0,0
Haryana,Rice,Kharif,Alluvial,5,36.8,196.49,5.34,535.7,908.4,-41.02,17.9,129.6,1,1
Uttar Pradesh,Wheat,Rabi,Black,4,28.55,103.25,3.617,847.0,959.8,-11.75,37.1,67.5,1,0
Andhra Pradesh,Cotton,Kharif,Red,3,13.94,77.57,5.563,374.7,902.3,-58.48,45.0,306.0,1,1
Karnataka,Cotton,Kharif,Sandy,1,7.7,40.25,5.224,566.0,819.8,-30.96,27.3,289.4,0,1
Punjab,Maize,Zaid,Alluvial,5,30.5,142.04,4.657,746.6,938.6,-20.45,24.0,260.0,0,1
Rajasthan,Groundnut,Rabi,Sandy,1,24.71,115.43,4.67,867.5,885.5,-2.03,36.4,225.8,1,0
Maharashtra,Jowar,Zaid,Red,3,5.25,8.02,1.527,1110.2,956.5,16.07,29.6,389.4,1,0
Andhra Pradesh,Wheat,Rabi,Alluvial,5,20.08,47.28,2.354,625.2,836.9,-25.3,21.5,91.9,1,1
Karnataka,Cotton,Rabi,Alluvial,5,25.98,34.67,1.334,905.2,635.9,42.34,20.7,228.6,1,0
Rajasthan,Maize,Rabi,Red,3,41.43,43.23,1.043,465.2,823.2,-43.48,30.9,247.4,1,1
Rajasthan,Wheat,Rabi,Black,4,4.27,7.64,1.792,1052.5,707.7,48.72,28.3,57.9,1,0
Madhya Pradesh,Soybean,Rabi,Alluvial,5,17.75,95.9,5.402,1127.6,780.5,44.48,32.7,194.2,1,0
Karnataka,Cotton,Kharif,Red,3,41.22,90.66,2.199,1059.4,863.0,22.76,30.2,324.0,1,0
Uttar Pradesh,Soybean,Kharif,Laterite,2,32.6,190.72,5.851,1059.0,998.5,6.06,18.7,214.9,1,0
West Bengal,Wheat,Rabi,Sandy,1,14.85,59.21,3.986,777.2,949.9,-18.19,21.4,356.3,0,0
Haryana,Cotton,Kharif,Alluvial,5,42.34,92.58,2.186,869.2,881.3,-1.38,20.7,275.7,1,0
Haryana,Soybean,Zaid,Laterite,2,24.92,86.86,3.486,775.8,1037.2,-25.21,27.3,318.1,0,1
Punjab,Sugarcane,Zaid,Alluvial,5,25.17,52.74,2.095,788.6,857.1,-7.99,25.3,331.6,1,0
Punjab,Maize,Zaid,Black,4,48.84,289.13,5.92,614.1,880.4,-30.25,23.3,291.3,0,1
Haryana,Jowar,Rabi,Red,3,47.38,248.11,5.236,870.4,793.1,9.74,24.1,312.3,1,0
Uttar Pradesh,Groundnut,Rabi,Alluvial,5,18.25,20.64,1.131,904.5,689.6,31.16,30.0,293.4,0,1
Maharashtra,Maize,Kharif,Red,3,7.46,42.8,5.739,1046.3,933.5,12.08,24.9,242.7,1,0
Tamil Nadu,Soybean,Kharif,Alluvial,5,16.62,76.54,4.605,898.0,614.8,46.07,21.9,248.3,0,0
West Bengal,Cotton,Kharif,Black,4,2.01,2.84,1.412,1020.3,710.3,43.64,18.2,116.5,1,0
Maharashtra,Sugarcane,Zaid,Black,4,1.53,6.65,4.353,613.9,876.6,-29.97,20.6,339.6,0,1
Madhya Pradesh,Sugarcane,Zaid,Laterite,2,20.08,85.02,4.235,1155.9,722.7,59.95,32.4,159.2,1,0
Tamil Nadu,Groundnut,Zaid,Black,4,47.08,98.58,2.094,739.7,852.7,-13.25,22.0,237.5,0,0
Tamil Nadu,Sugarcane,Zaid,Red,3,43.63,209.1,4.792,287.8,872.1,-67.0,36.9,137.3,1,1
Karnataka,Maize,Kharif,Black,4,25.82,37.05,1.435,702.6,766.0,-8.27,29.8,293.6,1,0
Uttar Pradesh,Pulses,Rabi,Alluvial,5,28.48,98.17,3.447,944.2,858.3,10.01,21.1,391.3,1,0
Uttar Pradesh,Sugarcane,Rabi,Black,4,0.79,0.83,1.05,820.6,856.3,-4.17,22.3,330.7,0,1
Tamil Nadu,Groundnut,Zaid,Red,3,11.17,65.26,5.844,314.5,678.9,-53.68,13.3,266.7,1,1
Karnataka,Sugarcane,Rabi,Alluvial,5,1.73,8.21,4.758,853.8,932.0,-8.39,23.4,248.6,1,0
West Bengal,Sugarcane,Rabi,Laterite,2,37.85,67.91,1.794,831.7,545.4,52.5,37.7,221.4,1,1
Tamil Nadu,Bajra,Rabi,Laterite,2,7.71,20.88,2.708,557.1,1131.8,-50.77,35.8,121.7,0,1
Andhra Pradesh,Maize,Zaid,Laterite,2,43.52,78.45,1.803,941.1,930.1,1.18,35.7,171.8,0,1
Punjab,Soybean,Kharif,Alluvial,5,32.34,156.32,4.833,766.5,1003.2,-23.59,29.7,192.2,1,1
Punjab,Rice,Kharif,Laterite,2,11.86,15.35,1.294,312.2,949.3,-67.11,24.9,380.6,0,1
Maharashtra,Pulses,Rabi,Black,4,8.31,43.21,5.202,973.8,843.6,15.43,26.6,199.0,1,0
Madhya Pradesh,Sugarcane,Kharif,Alluvial,5,31.57,180.28,5.711,843.7,734.2,14.91,29.3,255.2,1,0
Punjab,Jowar,Kharif,Alluvial,5,45.09,197.64,4.383,1178.4,846.3,39.24,25.9,372.8,0,0
Rajasthan,Sugarcane,Zaid,Alluvial,5,36.06,74.46,2.065,583.8,975.4,-40.15,21.3,231.4,1,1
Maharashtra,Bajra,Zaid,Sandy,1,17.75,49.72,2.8,741.7,726.6,2.08,25.6,138.0,1,0
Punjab,Soybean,Rabi,Red,3,29.58,100.15,3.386,1066.5,873.6,22.09,17.9,183.4,0,0
Madhya Pradesh,Jowar,Rabi,Sandy,1,15.88,63.9,4.023,571.1,578.5,-1.28,29.6,181.4,0,0
Uttar Pradesh,Pulses,Rabi,Sandy,1,49.96,216.98,4.343,1057.7,728.7,45.14,20.5,300.2,1,0
Uttar Pradesh,Jowar,Zaid,Sandy,1,37.57,141.67,3.771,1064.2,721.2,47.56,29.4,153.6,0,0
West Bengal,Maize,Kharif,Red,3,30.91,85.21,2.757,878.4,1102.1,-20.29,19.5,305.6,1,1
Tamil Nadu,Groundnut,Zaid,Sandy,1,21.45,117.01,5.455,758.7,649.4,16.84,25.0,361.2,1,0
Andhra Pradesh,Groundnut,Zaid,Laterite,2,31.1,43.75,1.407,638.2,909.8,-29.85,27.6,167.6,1,1
Uttar Pradesh,Pulses,Kharif,Alluvial,5,17.41,58.0,3.331,619.7,1089.2,-43.1,25.0,97.4,1,1
Karnataka,Soybean,Kharif,Alluvial,5,1.93,9.41,4.878,877.7,1000.8,-12.3,29.8,273.5,1,0
Punjab,Groundnut,Rabi,Black,4,20.06,26.16,1.304,100.0,1078.2,-90.73,28.7,176.3,1,1
Karnataka,Wheat,Kharif,Laterite,2,46.56,210.76,4.527,660.7,1100.5,-39.96,23.5,236.9,0,1
Madhya Pradesh,Bajra,Kharif,Red,3,31.5,160.61,5.099,626.3,858.4,-27.05,22.5,272.0,0,1
Uttar Pradesh,Pulses,Kharif,Alluvial,5,4.66,20.04,4.304,553.0,921.3,-39.98,22.0,192.7,0,1
Andhra Pradesh,Pulses,Kharif,Sandy,1,44.31,47.17,1.065,846.4,879.2,-3.73,21.2,373.6,1,1
Madhya Pradesh,Rice,Rabi,Black,4,13.81,26.25,1.901,432.6,922.1,-53.09,38.6,189.9,1,1
Rajasthan,Rice,Rabi,Black,4,12.57,34.06,2.711,1100.7,913.3,20.52,22.2,157.6,1,0
Rajasthan,Maize,Kharif,Alluvial,5,15.21,32.97,2.168,1028.4,1107.6,-7.15,32.6,360.0,1,0
